acc. date,type,reg.,operator,fat.,location
01-Mar-03,ATR 72-212,N642AS,Atlantic Southeast Airlines - ASA,0,"Atlanta, GA"
02-Mar-03,Cessna 208B Grand Caravan,N205BA,Bering Air,0,"1,6 km W of Kotzebue Airport, AK (OTZ)"
05-Mar-03,Cessna 208B Grand Caravan,N9793B,Wright Stuff,0,"1.8 km S of Creswell, OR"
06-Mar-03,ATR 42-300,I-ATRF,"Minerva Airlines, lsf Air Industria",0,Roma-Fiumicino Airport (FCO)
06-Mar-03,Boeing 737-2T4,7T-VEZ,Air Algérie,102,Tamanrasset Airport (TMR)
08-Mar-03,Fokker F-27 Friendship 500RF,N712FE,"FedEx Express, opb Mountain Air Cargo",0,"Kinston Regional Jetport, NC (ISO)"
10-Mar-03,Aero Modifications AMI DC-3-65TP,ZS-MFY,"International Red Cross, lsf Rossair Contracts",0,Rumbek Airport (RBX)
12-Mar-03,Grumman C-2A Greyhound,162153,United States Navy,0,"Cherry Point MCAS, NC (NKT)"
12-Mar-03,Boeing 737-2T4,B-2516,Xiamen Airlines,0,Ningbo Airport (NGB)
12-Mar-03,Boeing 747-412,9V-SMT,Singapore Airlines,0,Auckland International Airport (AKL)
15-Mar-03,Antonov An-2R,LY-KAG,"Anuschka Club International, lsf Kaunas Aviation",0,St. Moritz-Samedan Airport (SMV)
15-Mar-03,Cessna 501 Citation I/SP,N70FJ,Dancing Wind Aviation,3,"28 km ESE of Carey, ID"
19-Mar-03,Beechcraft 1900D,9G-AGF,Ashanti Gold Fields,0,Obuasi Airstrip
19-Mar-03,Douglas DC-3C,CU-T1192,Aerotaxi,0,"Key West International Airport, FL (EYW)"
20-Mar-03,Beechcraft 200 Super King Air,XC-ADP,Procuraduría General de la República - PGR,0,Badiraguato Airport
21-Mar-03,Airbus A321-131,B-22603,TransAsia Airways,0,Tainan Airport (TNN)
23-Mar-03,Boeing 737-217 Advanced,C-GKCP,Zip,0,"Calgary International Airport (CYYC), Alberta"
23-Mar-03,Mitsubishi Mu-300 Diamond IA,PT-LNN,Chubb do Brasil Companhia de Seguros,0,"Santos Air Base, SP (SSZ)"
25-Mar-03,Canadair CL-215-6B11 (CL-215T),UD.13-29,Ejército del Aire,2,off Mallorca
25-Mar-03,Cessna 208B Grand Caravan,N5512B,One Leasing,3,near El Paujil
26-Mar-03,Boeing 717-2BD,N957AT,AirTran Airways,0,"New York-La Guardia Airport, NY (LGA/KLGA)"
26-Mar-03,Boeing 737-4B6,CN-RNF,Royal Air Maroc - RAM,0,Oujda-Les Angades Airport (OUD)
27-Mar-03,de Havilland Canada DHC-6 Twin Otter 300,PK-WAY,Air Regional,4,near Mulia
27-Mar-03,Boeing 717-2BD,N957AT,AirTran Airways,0,"New York-La Guardia Airport, NY (LGA/KLGA)"
28-Mar-03,Airbus A310-304,TC-JCZ,THY Turkish Airlines,0,Istanbul
28-Mar-03,Beechcraft B300 Super King Air 350,C-FPCP,Sunwest Home Aviation,0,"Calgary International Airport, AB (YYC/CYYC)"
31-Mar-03,Antonov An-24RV,CU-T1294,Cubana de Aviación,0,"Key West International Airport, FL (EYW)"
04-Apr-03,Ilyushin Il-76,,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),0,Al Taqqadum
04-Apr-03,Beechcraft B200 King Air,N257CG,FS Corsair Inc,6,"1,6 km SE of Fitchburg Municipal Airport, MA (FIT)"
05-Apr-03,Saab 340B,N268AE,American Eagle Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW)"
05-Apr-03,Saab 340B,N243AE,American Eagle Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW)"
05-Apr-03,Airbus A319-111,N917FR,Frontier Airlines,0,"Pueblo, CO"
06-Apr-03,Boeing 737-924 (WL),N71411,Continental Air Lines,0,"Palestine , Texas"
07-Apr-03,Cessna 500 Citation I/SP,EC-HFA,Ibiza Flights,0,Zürich-Kloten Airport (ZRH)
08-Apr-03,Dassault Falcon 20C,N183GA,Grand Aire Express,3,"3 km W of Toledo, OH"
08-Apr-03,Dassault Falcon 20C,N179GA,Grand Aire Express,0,"14 km WSW of Saint Louis-Lambert International Airport, MO (STL)"
09-Apr-03,Yakovlev Yak-40,UK-87367,Uzbekistan Airways,0,Urgench Airport (UGC)
09-Apr-03,Shorts 330-200,N805SW,SkyWay Enterprises,0,"Dubois-Jefferson County Airport, PA (DUJ)"
10-Apr-03,de Havilland Canada DHC-6 Twin Otter 300,N886EA,Era Aviation,0,"Anchorage-Ted Stevens International Airport, AK (ANC/PANC)"
10-Apr-03,Antonov An-2R,SP-WPZ,Zakladu Uslug Agrolotniczych - ZUA,0,Qum
11-Apr-03,Antonov An-12BP,RA-12981,Zapolyarye Airlines,0,Sredny Island
14-Apr-03,Grumman HU-16C Albatross,N7026Y,Private,3,"6,5 km W of Chetumal Airport (CTM)"
15-Apr-03,Vickers 836 Viscount,9Q-CGL,Trans Intair,0,
15-Apr-03,Swearingen SA226-TC Metro II,N229AM,Superior Aviation,0,"Denver International Airport, CO (DEN)"
16-Apr-03,McDonnell Douglas MD-82,N452AA,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)"
17-Apr-03,Fokker F-27 Friendship 600,N730FE,"FedEx Express, opb Empire Airlines",0,"Seattle/Tacoma International Airport, WA (SEA)"
18-Apr-03,Swearingen SA227-AC Metro III,C-GERW,Northern Dene Airways,0,"Saskatoon Airport, Saskatchewan"
18-Apr-03,McDonnell Douglas DC-9-32,9Q-CWF,Wetrafa,0,Brazzaville-Maya Maya Airport (BZV)
21-Apr-03,Boeing 757-222,N504UA,United Airlines,0,"Lithonia, GA"
22-Apr-03,McDonnell Douglas MD-88,N974DL,Delta Air Lines,0,"Denver International Airport, CO (DEN/KDEN)"
22-Apr-03,Fokker F-28 Fellowship 4000,S2-ACV,Biman Bangladesh Airlines,0,Dhaka-Zia International Airport (DAC)
23-Apr-03,Beechcraft 99A Airliner,C-FDYF,Transwest Air,0,"11 km from Prince Albert, SK"
24-Apr-03,Dornier 328JET-310,N427FJ,Atlantic Coast Airlines,0,"Roanoke, VA"
25-Apr-03,Antonov An-24,700,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,El Fasher Airport (ELF)
25-Apr-03,Antonov An-26,,Unknown,0,Beni Airport (BNC)
26-Apr-03,Sino Swearingen SJ30-2,N138BF,Sino Swearingen,1,"16 km N of Loma Alta, TX"
27-Apr-03,Boeing 737-281 Adv,LV-WTX,Aerolineas Argentinas,0,"Jujuy Airport, PJ"
28-Apr-03,Yakovlev Yak-40,UR-87918,Dniproavia,0,Dnepropetrovsk Airport (DNK)
28-Apr-03,de Havilland Canada DHC-6 Twin Otter 300,PK-WAR,Air Regional,0,near Mulia
29-Apr-03,Beechcraft 1900C-1,TR-LFQ,Avirex,0,Kinshasa-N'Djili Airport (FIH)
30-Apr-03,Basler BT-67 Turbo 67 (DC-3T),PNC-0212,Servicio Aéreo de Policia,0,Ocaña-Aguas Claras Airport (OCV)
07-May-03,Canadair CRJ-200ER,N484CA,"Comair, opf Chautauqua Airlines",0,"Boston-Logan International Airport, MA (BOS/KBOS)"
07-May-03,Boeing 767-322ER,N650UA,United Airlines,0,"New Market, Virginia"
08-May-03,North American Rockwell Sabreliner 40A,N250EC,"D.R. Congo Government, lsf Professional Maintenance Services",0,near Bunia Airport (BUX)
08-May-03,Ilyushin Il-76MD,UR-UCB,"Air Force of the D.R. Congo, lsf Ukrainian Cargo Airways",7,near Kinshasa
10-May-03,Antonov An-2R,UK-68038,Uzbekistan Airways,,
11-May-03,Antonov An-12B,ER-AXD,Pecotox Air,0,Asmara International Airport (ASM)
14-May-03,Fokker 100,F-GNLH,Blue Line,0,Paris-Charles de Gaulle Airport (CDG)
15-May-03,North American Rockwell Sabreliner 60,N856MA,Private,,unknown
15-May-03,Beechcraft 200C Super King Air,VH-AMR,Royal Flying Doctor Service,0,"6 km NE of Coffs Harbour Airport, NSW (CFS)"
15-May-03,Cessna 208B Super Cargomaster,N208AD,DK&L Company,0,"7 km W of Lorain County Regional Airport, OH (LPR)"
16-May-03,Antonov An-3T,RA-05881,Polyarnye Avialinii,0,45 km from Sangara
16-May-03,Antonov An-12BK,T-307,Força Aérea Popular de Angola,4,near Menongue
18-May-03,Beechcraft B300 King Air 350,N2SM,Oso-Rio LLC,0,"Houston-West Houston Airport, TX (IWS)"
20-May-03,Boeing 757-223,N692AA,American Airlines,0,"Santa Ana, California"
21-May-03,Saab 340B,N277MJ,Colgan Air opf US Airways Express,0,"New York-La Guardia Airport, NY (LGA/KLGA)"
21-May-03,Learjet U-36A,9202,Japan Maritime Self Defence Force - JMSDF,4,Iwakuni MCAS
22-May-03,de Havilland Canada DHC-3 Otter,C-GGON,Whiteshell Air Service,0,"4 km E of Lac du Bonnet, MB"
24-May-03,Boeing 737-3H4,N343SW,Southwest Airlines,0,"Amarillo International Airport, TX (AMA)"
26-May-03,Yakovlev Yak-42D,UR-42352,Ukrainian-Mediterranean Airlines,75,"3,5 km E of Maçka"
27-May-03,Antonov An-12BP,9L-LCR,Showa Air,0,Goma Airport (GOM)
28-May-03,Cessna 560 Citation Encore+,D-CAUW,AW Aerowest,0,Leeds/Bradford Airport (LBA)
29-May-03,Boeing 717-231,VH-VQI,"QantasLink, opb Impulse Airlines",0,"Melbourne-Tullamarine Airport, VIC (MEL)"
01-Jun-03,Learjet 45,I-ERJC,Eurojet Italia,2,"0,3 km E of Milano-Linate Airport (LIN)"
02-Jun-03,Embraer EMB-120ER,N299UX,Great Lakes Airlines,0,"Denver International Airport, CO (DEN/KDEN)"
02-Jun-03,North American Rockwell CT-39E Sabreliner,XA-AAW,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)"
02-Jun-03,Rockwell T-39D Sabreliner,XA-AAH,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)"
02-Jun-03,Rockwell T-39D Sabreliner,XA-AAJ,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)"
02-Jun-03,Rockwell T-39D Sabreliner,XA-AAF,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)"
02-Jun-03,Rockwell T-39D Sabreliner,XA-AAI,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)"
02-Jun-03,Rockwell T-39D Sabreliner,XA-AAG,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)"
02-Jun-03,de Havilland Canada DHC-8-311Q Dash 8,D-BHAT,"Lufthansa, opb Augsburg Airways",0,en route
02-Jun-03,Airbus A319-112,N910FR,Frontier Airlines,0,"near Denver, Colorado"
05-Jun-03,de Havilland Canada DHC-6 Twin Otter 300,C-GOGC,Ontario Ministry of Natural Resources,0,"Lake Wicksteed, ON"
05-Jun-03,Airbus A320-231,N644AW,America West Airlines,0,"Payson, AZ"
07-Jun-03,Boeing 767-346,JA8980,Japan Air Lines - JAL,0,Fukuoka Airport (FUK/RJFF)
08-Jun-03,Britten-Norman BN-2A-8 Islander,PT-KQS,Antonio Marica Barbosa Teixeira,0,"near Porto Belo Farm, RJ"
12-Jun-03,McDonnell Douglas MD-82,N451AA,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)"
14-Jun-03,Antonov An-32B,CR866,Sri Lanka Air Force,0,Jaffna-Palaly Airport (JAF/VCCJ)
14-Jun-03,Antonov An-24RV,CU-T1295,Cubana de Aviación,0,Nueva Gerona-Rafael Cabrera Airport (GER)
16-Jun-03,Airbus A320-231,C-GTDK,"MyTravel, lsf Skyservice Airlines",0,Bristol Airport (BRS)
16-Jun-03,Fokker 50,ST-ARA,Mid Airlines,0,Adar Yel
17-Jun-03,McDonnell Douglas MD-88,TC-ONP,Onur Air,0,Groningen-Eelde Airport (GRQ)
18-Jun-03,Airbus A330-342,B-HYA,Dragonair,0,within Manila FIR
18-Jun-03,Embraer EMB-145LR,N294SK,Chautauqua Airlines,0,"Taylor, FL"
18-Jun-03,Antonov An-124-100,UR-82029,Antonov Design Bureau,0,Roma-Fiumicino Airport (FCO/LIRF)
21-Jun-03,Embraer ERJ-135LR,N708AE,American Eagle,0,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)"
22-Jun-03,Canadair CL-600-2B19 Regional Jet CRJ-100ER,F-GRJS,Brit Air,1,2 km from Brest-Guipavas Airport (BES)
23-Jun-03,Boeing 757-232,N633DL,Delta Air Lines,0,"Tampa, FL"
24-Jun-03,Embraer EMB-135KL,N839AE,American Eagle Airlines,0,"Boston-Logan International Airport, MA (BOS/KBOS)"
24-Jun-03,Tupolev Tu-134SKh,RA-65929,Voronezh Avia,0,Nyagan Airport
25-Jun-03,Lockheed C-130 Hercules,,Islamic Republic of Iran Air Force - IRIAF,7,near Rudshour
26-Jun-03,Boeing 777-236ER,G-VIIA,British Airways,0,"Near Reigate, Surrey"
26-Jun-03,Cessna 208B Grand Caravan,V5-CAS,Comav Aviation,4,near Rooisand Desert Ranch
30-Jun-03,Lockheed C-130H Hercules,7T-WHQ,Al Quwwat al-Jawwiya al-Jaza'eriya,5+10,Blida
03-Jul-03,Cessna 208B Grand Caravan,HP-1403APP,"Servicios Aéreos Nacionales - SANSA, lsf AeroPerlas",0,near Bahía Ballena
06-Jul-03,Boeing 737-236,LV-ZTY,Aerolineas Argentinas,0,"Córdoba Airport, CD"
08-Jul-03,Boeing 737-2J8C,ST-AFK,Sudan Airways,116,5 km E of Port Sudan
09-Jul-03,Cessna 208B Grand Caravan,N410GV,Hageland Aviation Services,0,"50 miles northwest of Kotzebue , Alaska"
10-Jul-03,Lockheed P-3C Orion,163005,United States Navy,0,"Jacksonville NAS, FL (NIP)"
11-Jul-03,Boeing 707-3J6C,5X-AMW,Air Memphis,0,Dhaka-Zia International Airport (DAC)
13-Jul-03,Let L-410UVP-E,YV-1060CP,Ruiban and Duran C.A.,4,near San Cristobal
16-Jul-03,Lockheed L-188A Electra,C-GFQA,Air Spray (1967),2,"4,6 km S of Cranbrook, BC"
17-Jul-03,Boeing 777-222,N779UA,United Airlines,0,"Chicago, IL"
18-Jul-03,McDonnell Douglas MD-83,SE-RDL,Nordic Airlink Opb Aviajet,0,City of Derry Airport (LDY/EGAE)
19-Jul-03,Swearingen SA226-TC Metro II,ZS-OYI,Ryan Blake Air Charter,14,Mount Kenya
20-Jul-03,Cessna 550 Citation II,C-GKAU,Jetair,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)"
22-Jul-03,Cessna 525 CitationJet,N996JR,Tango Corp.,0,"Oak Harbor, WA"
22-Jul-03,Boeing 757-251,N504US,Northwest Airlines,0,"Wadsworth, OH"
23-Jul-03,Cessna 551 Citation II/SP,PT-LME,Água Limpa Transportes Ltda,1,"Sorocaba, SP"
01-Aug-03,Boeing 717-200,N970AT,AirTran Airways,0,"Atlanta, Georgia"
02-Aug-03,Tupolev Tu-154M,RA-85847,Avialinii 400,0,Faro Airport (FAO)
02-Aug-03,Antonov An-2TP,D-FONE,Sachsische Luftfahrt Service,0,Welzow
02-Aug-03,Douglas C-54G-10-DO (DC-4),C-GBSK,Buffalo Airways,0,"Ulu mine strip, NT"
03-Aug-03,McDonnell Douglas MD-82,N7527A,American Airlines,0,"Charlotte, NC"
04-Aug-03,Learjet 35A,N135PT,Air East Management,2,"Groton, CT"
06-Aug-03,Airbus A340-311,D-AIGK,Lufthansa,0,"Walnut Ridge, Arkansas"
07-Aug-03,McDonnell Douglas MD-81,N814ME,Midwest Airlines,0,"Greeley, CO"
08-Aug-03,Cessna 208B Grand Caravan,YV-1069C,Servicios Aéreos Sucre - SASCA,1,Tocomita
08-Aug-03,Boeing 737-400,D-....,,0,Alexandria-Borg El Arab Airport (HBE)
11-Aug-03,Boeing 737-228 Adv,LV-ZXP,Aerolineas Argentinas,0,"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE)"
11-Aug-03,Fokker F-28 Fellowship 3000R,PK-GFT,Garuda Indonesia Airways,0,Jakarta-Soekarno-Hatta International Airport (CGK)
12-Aug-03,Beechcraft C-12F Huron (A200CF Super King Air),84-0169,United States Army,2,"11,3 km SW of Pyongtaek-Desiderio AAF"
13-Aug-03,Let L-410UVP,9XR-JT,Lexus Aviation,0,Rumbek
14-Aug-03,Learjet 35A,N403FW,Air America Flight Services,0,Cancún Airport (CUN)
14-Aug-03,Boeing 747-433 (M),C-GAGL,Air Canada,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)"
15-Aug-03,Boeing 737-33V,HB-III,easyJet Switzerland,0,over Oyonnax
16-Aug-03,Canadair CL-215-6B11 (CL-415),I-DPCN,"SOREM, lsf Dipartimento della Protezione Civile Italiana",0,3 km S of Esine
16-Aug-03,Beechcraft T-1A Jayhawk,91-0093,United States Air Force - USAF,0,"Biloxi-Keesler AFB, MS (BIX)"
16-Aug-03,Boeing 737-83N,N329TZ,American Trans Air,0,"Wooster, OH"
17-Aug-03,Reims Cessna F406 Caravan II,N6591L,Hageland Aviation Services,2,"50 km SW off Barrow, AK"
18-Aug-03,Raytheon Beechjet 400A,N51NP,"Executive Beechcraft, Inc.",0,"St. Augustine Airport, FL (UST)"
19-Aug-03,Lockheed L-1011-385-3 TriStar 500,CS-TMP,Air Luxor,0,"Runway 23, London Stansted Airport, Bassingbourn Road, Stansted, Essex"
19-Aug-03,Beechcraft 1900D,N79SK,Skyway Airlines,0,"Muskegon, Michigan"
19-Aug-03,Cessna 208B Grand Caravan,5Y-TWI,Transworld Safaris,0,Old Fangak
19-Aug-03,Boeing 737,,Air Algérie,0,Oran-es Senia Airport (ORN)
21-Aug-03,Fokker F-27 Friendship 400M,G525 F,Ghana Air Force,0,Accra-Kotoka Airport (ACC)
22-Aug-03,Reims Cessna F406 Caravan II,ZK-VAF,Vincent Aviation,0,"Darwin Airport, NT (DRW)"
24-Aug-03,Let L-410UVP-E3,HH-PRV,Tropical Airways,21,2 km SW of Cap Haitien Airport (CAP)
26-Aug-03,Beechcraft 1900D,N240CJ,"US Airways Express, opb Colgan Air",2,"5 km S of Hyannis, MA"
27-Aug-03,Antonov An-2R,LY-KAE,private,0,near Målöga
30-Aug-03,Cessna 208B Grand Caravan,N786DM,Isla Nena Air Services,0,near Culebra Airport (CPX)
02-Sep-03,McDonnell Douglas MD-82,N454AA,American Airlines,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)"
04-Sep-03,Fokker 100,N1450A,American Airlines,0,"New York-La Guardia Airport, NY (LGA/KLGA)"
04-Sep-03,IRMA/Britten-Norman BN-2A-27 Islander,N630VC,Venagas Construction Corporation,0,near Cayey
11-Sep-03,Cessna 208B Grand Caravan,C-FKAB,Wasaya Airways,8,"10 km NW of Summer Beaver, ON"
12-Sep-03,Beechcraft B200 Super King Air,N600BV,Willis Lease Finance Corporation,10,"ca 1,5 km N off Caniçal, Madeira Island"
12-Sep-03,McDonnell Douglas DC-9-51,N776NC,Northwest Airlines,0+1,"Norfolk International Airport, VA (ORF/KORF)"
14-Sep-03,Let L-410UVP,9XR-AL,ACS Ltd.,0,Lankein
17-Sep-03,British Aerospace 3102 Jetstream 31,G-EEST,Eastern Airways,0,Wick Airport (WIC)
17-Sep-03,British Aerospace 3212 Jetstream 32EP,SE-LNT,European Executive Express,0,Luleå-Kallax Airport (LLA)
19-Sep-03,Learjet 25B,N666TW,Ameristar Jet Charter,1,"Del Rio International Airport, TX (DRT)"
19-Sep-03,Lockheed C-130A Hercules,3603,Fuerza Aérea Mexicana,6,near La Quemada
20-Sep-03,British Aerospace BAe-125-700A,N45BP,Star Flite Aviation,3,"24 km NW of Beaumont, TX"
21-Sep-03,de Havilland Canada DHC-8-202,N455YV,Mesa Airlines,0,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)"
23-Sep-03,Cessna 525 CitationJet CJ1,OE-...,,0,Vienna
24-Sep-03,Antonov An-12,ST-SAR,Sarit Airlines,0,Wau Airport (WUU)
24-Sep-03,Embraer ERJ-145LU,LX-LGZ,Luxair,0,Luxembourg-Findel Airport (LUX)
25-Sep-03,Grumman HU-16C Albatross,N70258,Corsair Aviation Holdings Inc,2,"5 km NW of Fort Pierce-Saint Lucie County Airport, FL (FPR)"
27-Sep-03,Embraer EMB-135,N733KR,American Eagle Airlines,0,"New York-La Guardia Airport, NY (LGA/KLGA)"
01-Oct-03,Boeing 747-271C (SCD),4X-ICM,Cargo Air Lines,0,Liège-Bierset Airport (LGG)
02-Oct-03,Douglas DC-3,,Unknown,0,Bocas del Rosario
03-Oct-03,Lockheed SP-2H Neptune,N299MA,Minden Air Corporation,2,"East Highlands, CA"
03-Oct-03,Convair CV-580F,ZK-KFU,Air Freight NZ,2,10 km N off Paraparaumu
04-Oct-03,Boeing 737-823,N972AN,American Airlines,0,"Boston, Massachusetts"
07-Oct-03,Boeing 777-222ER,N222UA,United Airlines,0,"San Francisco International Airport, CA (SFO/KSFO)"
07-Oct-03,Embraer EMB-145,,,0,Stuttgart Airport (STR)
07-Oct-03,Embraer EMB-145,,,0,Stuttgart
09-Oct-03,Antonov An-2TP,RA-01440,Mirny Air Enterprise,0,49 km from Amakinskaya
11-Oct-03,Antonov An-2TP,YV-1128C,Transmandu,1,near Uriman
13-Oct-03,Antonov An-2T,YV-901C,Aéreo Transporte La Montaña,0,near La Paragua
14-Oct-03,Cessna 208 Caravan I,5Y-BOY,Air Kenya,0,Nairobi-Wilson Airport (WIL)
16-Oct-03,Airbus A319-112,N764US,US Airways,0,"Tampa, FL"
20-Oct-03,Fokker F-27 Friendship 600,PT-TVA,TAVAJ Linhas Aéreas,0,"Tarauacá Airport, AC (TRQ)"
22-Oct-03,Boeing 747-281F (SCD),JA8191,Nippon Cargo Airlines,0,Tokyo-Narita Airport (NRT)
26-Oct-03,Fairchild FH-227B,LV-MGV,CATA Linea Aérea,5,"5 km SSE of Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)"
27-Oct-03,British Aerospace BAe-125-800A,XA-ISH,Aeroxtra,3,"2,4 km from Las Potrancas Ranch Airstrip"
29-Oct-03,Cessna 208B Super Cargomaster,N791FE,"Corporate Air, lsf FedEx",1,"0,5 km SW of Cody-Yellowstone Regional Airport, WY (COD)"
30-Oct-03,Antonov An-28,ER-AJG,"Trans Kasai Air, lsf Tepavia Trans",,"0,8 km from Kamina Airport (KMN)"
01-Nov-03,Fairchild SA227-BC Metro III,N787KL,Key Lime Air,0,"Rawlins, Wyoming"
01-Nov-03,Boeing 737-522,N956UA,United Airlines,0,"Denver International Airport, CO (DEN/KDEN)"
03-Nov-03,Antonov An-12BP,EK11997,Sarit Airlines,0,Geneina Airport (EGN)
07-Nov-03,de Havilland Canada DHC-6 Twin Otter 310,VP-FBB,British Antarctic Survey,0,Rothera Research Station
08-Nov-03,Shorts SC.7 Skyvan 3M-100,8R-GMC,Trans Guyana Airways,2,near Ogle Airport (OGL)
11-Nov-03,Cessna 560XL,N789CN,West Coast Charters Inc,0,"Wheeling, Illinois"
12-Nov-03,Saab 340B,N442XJ,Mesaba Airlines,0,"Minneapolis, Minnesota"
12-Nov-03,Learjet 24D,N77JL,"Multi-Aero, Inc.",0,"Belleville, IL"
12-Nov-03,ATR 42-300,G-SSEA,Air Wales,0,50 NM Southeast of Dublin
13-Nov-03,Cessna 208B,N717BT,"Baltimore Air Transport, Inc./corpjet",0,"Phoenix, Arizona"
14-Nov-03,Boeing 747-422,N178UA,United Airlines,0,"San Francisco International Airport, CA (SFO)"
17-Nov-03,Antonov An-12BP,ST-SAA,Sarit Airlines,13,6 km from Wau
18-Nov-03,Swearingen SA226-TC Metro II,N332BA,Key Lime Air,0,"Grand Junction-Walker Field, CO (GJT)"
18-Nov-03,Cessna 550 Citation II,N418MA,Haalo Ltd.,0,"Mineral Wells Airport, TX (MWL)"
21-Nov-03,Hawker Siddeley HS-125-403B,D2-EXR,Intertransit,0,Luanda-4 de Fevereiro Airport (LAD)
21-Nov-03,Douglas C-47A-1-DK (DC-3),ZS-BXF,SAA Historic Flight,0,"3,7 km E of Lanseria Airport (HLA)"
22-Nov-03,Airbus A300B4-203 (F),OO-DLL,European Air Transport,0,near Baghdad International Airport (BGW)
24-Nov-03,Beechcraft 1900C,N112AX,Alaska Central Express,0,"Juneau, Alaska"
28-Nov-03,Boeing 747-287B,LV-OOZ,Aerolineas Argentinas,0,"Buenos Aires/Ezeiza Airport, BA (SAEZ)"
29-Nov-03,Boeing 747-258C,ZS-OOS,Hydro Air Cargo,0,Lagos-Murtala Muhammed Airport (LOS)
29-Nov-03,Swearingen SA227-AT Merlin IVC,N439AF,Ameriflight,1,"5,5 km E of Spokane-Felts Field, WA (SFF)"
29-Nov-03,Antonov An-26,9T-TAD,Force Aérienne Congolaise,20+13,Boende Airport (BNB)
01-Dec-03,Let L-410UVP-E,5N-BFL,Millenium Air,0,Kano-Aminu Kano International Airport (KAN)
02-Dec-03,Canadair CRJ-100ER,N916CA,"Delta Connection, opb Comair",0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)"
03-Dec-03,Swearingen SA226-TC Metro II,N60U,Key Lime Air,0,"Denver International Airport, CO (DEN)"
04-Dec-03,Cessna 525 CitationJet CJ1,N15C,Private,0,"San Diego, California"
04-Dec-03,Beechcraft B200 Super King Air,N85BK,Southeastern Air Charter,2,"1,6 km S of Atlanta-Newnan Coweta County Airport, GA"
04-Dec-03,Dornier 228-202,LN-HTA,Kato Air,0,Bodø Airport (BOO)
07-Dec-03,Fokker F-28 Fellowship 4000,5Y-NNN,East African Safari Air,0,Lokichoggio Airport (LKG)
09-Dec-03,McDonnell Douglas C-17A Globemaster III,98-0057,United States Air Force - USAF,0,near Baghdad International Airport (SDA)
12-Dec-03,IRMA/Britten-Norman BN-2A-21 Islander,RP-C868,Chemtrad Aviation,3,"Barangay Dinapnat, Divilacan town, Isabela"
13-Dec-03,Boeing 737-2A9,OB-1544-P,Aero Continente,0,Lima-J Chavez International Airport (LIM)
14-Dec-03,Canadair CRJ-200LR,N445AW,"Air Wisconsin, opf AirTran JetConnect",0,"Miami International Airport, FL (MIA/KMIA)"
16-Dec-03,Beechcraft 99 Airliner,N399CZ,Freight Runners Express,0,"Wausau-Central Wisconsin Airport, WI (CWA)"
16-Dec-03,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GOFF,Huron Air,2,"near Jellicoe, ON"
17-Dec-03,CASA CN-235M-200,F-RAIA,L'Armée de L'Air,7,near Suc-et-Sentenac
18-Dec-03,McDonnell Douglas DC-9-15F,HK-4246X,Líneas Aéreas Suramericanas,3,135 km NE of Mitú
18-Dec-03,McDonnell Douglas MD-10-10F,N364FE,FedEx Express,0,"Memphis International Airport, TN (MEM)"
19-Dec-03,Boeing 737-3Y0,TR-LFZ,Air Gabon,0,Libreville Airport (LBV)
20-Dec-03,Cessna 208B Super Cargomaster,N9469B,Martinaire,0,"Cincinnati/Northern Kentucky Airport, KY (CVG)"
20-Dec-03,Boeing 737-76N,PR-GOO,Gol Linhas Aéreas,0,"Navegantes Airport, SC (NVT)"
22-Dec-03,Boeing 737-73V,G-EZJM,easyJet,0,Amsterdam-Schiphol Airport (AMS)
22-Dec-03,Boeing 737-329,D-ADIE,DBA,0,en route
23-Dec-03,Learjet 24B,N600XJ,Pavair,2,"5 km SE of Helendale, CA"
25-Dec-03,Boeing 727-223,3X-GDO,Union des Transports Africains de Guinée,141,Cotonou Airport (COO)
